/usr/local/bin/fastp -i 49937_1#174_1.fastq.gz -I 49937_1#174_2.fastq.gz -o trimmed/49937_1#174_1_tr.fastq.gz -O trimmed/49937_1#174_2_tr.fastq.gz -j trimmed/49937_1#174.json -h trimmed/49937_1#174.html 	2399456	2376966
/usr/local/bin/fastp -i 49937_1#175_1.fastq.gz -I 49937_1#175_2.fastq.gz -o trimmed/49937_1#175_1_tr.fastq.gz -O trimmed/49937_1#175_2_tr.fastq.gz -j trimmed/49937_1#175.json -h trimmed/49937_1#175.html 	1873258	1858434
/usr/local/bin/fastp -i 49937_1#176_1.fastq.gz -I 49937_1#176_2.fastq.gz -o trimmed/49937_1#176_1_tr.fastq.gz -O trimmed/49937_1#176_2_tr.fastq.gz -j trimmed/49937_1#176.json -h trimmed/49937_1#176.html 	2089754	2069094
/usr/local/bin/fastp -i 49937_1#177_1.fastq.gz -I 49937_1#177_2.fastq.gz -o trimmed/49937_1#177_1_tr.fastq.gz -O trimmed/49937_1#177_2_tr.fastq.gz -j trimmed/49937_1#177.json -h trimmed/49937_1#177.html 	2465710	2431730
/usr/local/bin/fastp -i 49937_1#178_1.fastq.gz -I 49937_1#178_2.fastq.gz -o trimmed/49937_1#178_1_tr.fastq.gz -O trimmed/49937_1#178_2_tr.fastq.gz -j trimmed/49937_1#178.json -h trimmed/49937_1#178.html 	3011212	2981238
/usr/local/bin/fastp -i 49937_1#179_1.fastq.gz -I 49937_1#179_2.fastq.gz -o trimmed/49937_1#179_1_tr.fastq.gz -O trimmed/49937_1#179_2_tr.fastq.gz -j trimmed/49937_1#179.json -h trimmed/49937_1#179.html 	1600034	1583660
/usr/local/bin/fastp -i 49937_1#17_1.fastq.gz -I 49937_1#17_2.fastq.gz -o trimmed/49937_1#17_1_tr.fastq.gz -O trimmed/49937_1#17_2_tr.fastq.gz -j trimmed/49937_1#17.json -h trimmed/49937_1#17.html 	2065786	2039574
/usr/local/bin/fastp -i 49937_1#180_1.fastq.gz -I 49937_1#180_2.fastq.gz -o trimmed/49937_1#180_1_tr.fastq.gz -O trimmed/49937_1#180_2_tr.fastq.gz -j trimmed/49937_1#180.json -h trimmed/49937_1#180.html 	2080364	2057714
/usr/local/bin/fastp -i 49937_1#181_1.fastq.gz -I 49937_1#181_2.fastq.gz -o trimmed/49937_1#181_1_tr.fastq.gz -O trimmed/49937_1#181_2_tr.fastq.gz -j trimmed/49937_1#181.json -h trimmed/49937_1#181.html 	2149342	2122850
/usr/local/bin/fastp -i 49937_1#182_1.fastq.gz -I 49937_1#182_2.fastq.gz -o trimmed/49937_1#182_1_tr.fastq.gz -O trimmed/49937_1#182_2_tr.fastq.gz -j trimmed/49937_1#182.json -h trimmed/49937_1#182.html 	1995802	1981636
/usr/local/bin/fastp -i 49937_1#183_1.fastq.gz -I 49937_1#183_2.fastq.gz -o trimmed/49937_1#183_1_tr.fastq.gz -O trimmed/49937_1#183_2_tr.fastq.gz -j trimmed/49937_1#183.json -h trimmed/49937_1#183.html 	1568910	1556010
/usr/local/bin/fastp -i 49937_1#184_1.fastq.gz -I 49937_1#184_2.fastq.gz -o trimmed/49937_1#184_1_tr.fastq.gz -O trimmed/49937_1#184_2_tr.fastq.gz -j trimmed/49937_1#184.json -h trimmed/49937_1#184.html 	2094914	2074126
/usr/local/bin/fastp -i 49937_1#185_1.fastq.gz -I 49937_1#185_2.fastq.gz -o trimmed/49937_1#185_1_tr.fastq.gz -O trimmed/49937_1#185_2_tr.fastq.gz -j trimmed/49937_1#185.json -h trimmed/49937_1#185.html 	1886982	1871154
/usr/local/bin/fastp -i 49937_1#186_1.fastq.gz -I 49937_1#186_2.fastq.gz -o trimmed/49937_1#186_1_tr.fastq.gz -O trimmed/49937_1#186_2_tr.fastq.gz -j trimmed/49937_1#186.json -h trimmed/49937_1#186.html 	751986	745064
