49989_2#47.assembly	100.0	0.41	Neural Network (Specific Model)	11	0.88	215880	303.83913395386486	5108073	0.51	4942	None
49990_1#209.assembly	100.0	1.15	Neural Network (Specific Model)	11	0.882	209197	309.59089052287584	5146307	0.51	4896	None
49937_1#273.assembly	100.0	0.09	Neural Network (Specific Model)	11	0.881	420489	314.5255051010202	5346056	0.57	4999	None
49990_2#91.assembly	100.0	0.05	Neural Network (Specific Model)	11	0.882	326338	315.7998384164815	5306562	0.58	4951	None
49989_1#32.assembly	100.0	0.19	Neural Network (Specific Model)	11	0.881	211434	307.11595315799576	5440475	0.57	5209	None
49989_1#179.assembly	100.0	1.03	Neural Network (Specific Model)	11	0.881	196106	303.85407393071415	5338351	0.51	5167	None
49989_1#367.assembly	100.0	0.83	Neural Network (Specific Model)	11	0.886	269077	310.0678391959799	5004636	0.51	4776	None
49989_2#54.assembly	100.0	0.15	Neural Network (Specific Model)	11	0.88	133305	306.65470662726887	4944063	0.51	4738	None
49989_2#135.assembly	100.0	1.29	Neural Network (Specific Model)	11	0.88	281147	303.9964932787843	5311172	0.51	5133	None
49989_2#248.assembly	100.0	0.89	Neural Network (Specific Model)	11	0.882	181700	302.012542990087	5069473	0.51	4943	None
49989_2#133.assembly	100.0	1.14	Neural Network (Specific Model)	11	0.882	183448	308.36400901824146	5109104	0.51	4879	None
49989_1#328.assembly	100.0	0.63	Neural Network (Specific Model)	11	0.882	360754	312.48959608323133	5198364	0.51	4902	None
49947_1#191.assembly	100.0	87.36	Neural Network (Specific Model)	11	0.884	69400	304.99980146912844	10412944	0.49	10074	None
49989_2#10.assembly	100.0	1.15	Neural Network (Specific Model)	11	0.882	200049	305.5879259980526	5326377	0.51	5135	None
49989_2#359.assembly	100.0	0.26	Neural Network (Specific Model)	11	0.88	110017	305.3276194144838	5392665	0.57	5192	None
49989_2#45.assembly	100.0	0.74	Neural Network (Specific Model)	11	0.883	162396	296.75651540003645	5522725	0.5	5487	None
49990_1#113.assembly	100.0	0.06	Neural Network (Specific Model)	11	0.882	150296	313.3273533561782	5275458	0.57	4961	None
49937_1#94.assembly	100.0	1.32	Neural Network (Specific Model)	11	0.883	276204	305.28134858044166	5253442	0.51	5072	None
49989_1#354.assembly	100.0	0.9	Neural Network (Specific Model)	11	0.88	283148	310.1566265060241	4906084	0.51	4648	None
49990_1#349.assembly	100.0	0.38	Neural Network (Specific Model)	11	0.88	212558	303.99818255250403	5121292	0.51	4952	None
49989_1#333.assembly	100.0	0.45	Neural Network (Specific Model)	11	0.88	158508	311.0379331556285	5165686	0.51	4877	None
49937_1#256.assembly	100.0	1.2	Neural Network (Specific Model)	11	0.883	173577	305.3363440015708	5274119	0.51	5093	None
49989_1#97.assembly	100.0	0.04	Neural Network (Specific Model)	11	0.88	398990	315.3365234375	5491997	0.57	5120	None
49989_1#239.assembly	100.0	0.05	Neural Network (Specific Model)	11	0.877	186116	300.96041141082867	5293487	0.51	5153	None
49990_2#197.assembly	100.0	0.72	Neural Network (Specific Model)	11	0.885	208982	310.7171822742475	5031657	0.51	4784	None
49947_1#210.assembly	100.0	0.1	Neural Network (Specific Model)	11	0.881	177924	304.254730713246	4972894	0.51	4809	None
49989_1#232.assembly	100.0	1.1	Neural Network (Specific Model)	11	0.884	209054	305.1416915422886	5196682	0.51	5025	None
49989_1#246.assembly	100.0	0.08	Neural Network (Specific Model)	11	0.885	218508	316.23393551337756	4680450	0.51	4373	None
49990_2#76.assembly	100.0	0.08	Neural Network (Specific Model)	11	0.885	81854	307.79297637112506	4806384	0.51	4613	None
49937_1#229.assembly	100.0	2.08	Neural Network (Specific Model)	11	0.879	209196	303.310829005578	5373030	0.51	5199	None
49947_1#91.assembly	100.0	13.97	Neural Network (Specific Model)	11	0.88	215244	307.23622417031936	6682199	0.59	6388	None
49989_2#298.assembly	100.0	0.98	Neural Network (Specific Model)	11	0.884	190808	308.2157617504052	5156308	0.51	4936	None
49990_2#309.assembly	100.0	0.97	Neural Network (Specific Model)	11	0.883	402240	314.7161694768699	4938392	0.5	4626	None
49947_1#373.assembly	100.0	1.12	Neural Network (Specific Model)	11	0.882	202168	303.34939759036143	5215960	0.51	5063	None
