studyid,runid,laneid,plexid
7835,49937,1,316
7835,49989,2,98
7835,49989,1,110
7835,49989,1,43
7835,49937,1,242
7835,49937,1,321
7835,49947,1,371
7835,49989,2,58
7835,49937,1,290
7835,49989,2,373
7835,49947,1,273
7835,49989,1,195
7835,49990,2,108
7835,49947,1,211
7835,49989,2,106
7835,49989,2,118
7835,49947,1,381
7835,49947,1,241
7835,49989,1,57
7835,49947,1,383
7835,49989,2,230
7835,49990,1,281
7835,49989,2,350
7835,49990,1,210
7835,49937,1,267
7835,49947,1,56
7835,49989,1,270
7835,49937,1,358
7835,49990,1,179
7835,49989,1,84
7835,49937,1,268
7835,49989,2,279
7835,49990,2,208
7835,49989,1,104
7835,49937,1,259
7835,49937,1,7
7835,49989,2,355
7835,49937,1,245
7835,49989,1,140
7835,49989,1,24
7835,49989,1,208
7835,49989,2,291
7835,49990,1,369
7835,49990,2,173
7835,49937,1,231
7835,49989,2,298
7835,49937,1,344
7835,49989,1,170
7835,49990,2,80
7835,49937,1,13
7835,49989,1,66
7835,49947,1,50
7835,49990,2,237
7835,49989,1,317
7835,49989,2,166
7835,49989,1,334
7835,49947,1,222
7835,49989,1,78
7835,49989,1,275
7835,49947,1,191
7835,49947,1,277
7835,49947,1,348
7835,49937,1,80
7835,49989,1,346
7835,49937,1,362
7835,49989,1,271
7835,49989,2,47
7835,49989,1,92
7835,49990,1,120
7835,49989,1,161
7835,49989,2,37
7835,49937,1,111
7835,49990,2,190
7835,49937,1,50
7835,49989,2,139
7835,49990,2,31
7835,49990,1,223
7835,49937,1,305
7835,49989,1,91
7835,49947,1,253
7835,49990,1,311
7835,49990,1,217
7835,49937,1,142
7835,49937,1,103
7835,49989,2,7
7835,49947,1,156
7835,49990,2,164
7835,49989,1,212
7835,49989,1,31
7835,49990,2,261
7835,49937,1,299
7835,49989,2,264
7835,49937,1,81
7835,49989,1,302
7835,49990,1,376
7835,49990,1,85
7835,49937,1,294
7835,49989,2,154
7835,49947,1,87
7835,49990,1,150
7835,49990,2,183
7835,49937,1,108
7835,49937,1,55
7835,49937,1,152
7835,49990,2,264
7835,49990,1,244
7835,49990,2,161
7835,49937,1,42
7835,49990,2,260
7835,49989,1,228
7835,49990,1,61
7835,49990,1,52
7835,49989,2,188
7835,49947,1,370
7835,49989,2,146
7835,49947,1,373
7835,49990,2,160
7835,49990,1,181
7835,49989,2,248
7835,49947,1,185
7835,49990,2,216
7835,49937,1,254
7835,49990,1,352
7835,49937,1,179
7835,49989,2,214
7835,49947,1,281
7835,49989,2,38
7835,49989,2,383
7835,49989,1,344
7835,49989,1,117
7835,49989,1,216
7835,49989,1,190
7835,49989,2,294
7835,49989,1,324
7835,49947,1,63
7835,49990,1,309
7835,49989,2,152
7835,49990,2,112
7835,49989,1,276
7835,49990,2,4
7835,49990,2,185
7835,49989,1,189
7835,49989,1,34
7835,49989,1,53
7835,49937,1,76
7835,49989,1,374
7835,49937,1,191
7835,49937,1,241
7835,49937,1,155
7835,49937,1,23
7835,49937,1,141
7835,49989,2,281
7835,49990,2,166
7835,49990,2,61
7835,49989,1,345
7835,49990,1,255
7835,49937,1,166
7835,49947,1,372
7835,49937,1,289
7835,49990,1,62
7835,49989,1,6
7835,49989,1,305
7835,49937,1,64
7835,49989,2,347
7835,49947,1,316
7835,49989,2,295
7835,49937,1,157
7835,49990,2,45
7835,49937,1,352
7835,49989,2,67
7835,49990,2,258
7835,49989,2,11
7835,49989,1,372
7835,49989,1,179
7835,49947,1,157
7835,49989,1,9
7835,49937,1,180
7835,49947,1,377
7835,49989,2,319
7835,49990,2,144
7835,49989,2,296
7835,49937,1,48
7835,49989,1,54
7835,49937,1,113
7835,49947,1,181
7835,49990,2,265
7835,49937,1,86
7835,49989,1,138
7835,49990,1,215
7835,49990,1,247
7835,49937,1,78
7835,49937,1,1
7835,49989,2,159
7835,49989,1,300
7835,49937,1,11
7835,49989,2,32
7835,49937,1,16
7835,49947,1,288
7835,49989,2,138
7835,49937,1,309
7835,49989,2,142
7835,49937,1,240
7835,49947,1,312
7835,49989,1,218
7835,49989,2,66
7835,49937,1,328
7835,49989,1,86
7835,49989,2,36
7835,49947,1,307
7835,49989,1,61
7835,49990,1,56
7835,49990,2,188
7835,49989,1,223
7835,49989,1,229
7835,49990,1,81
7835,49947,1,244
7835,49990,1,113
7835,49989,1,89
7835,49937,1,79
7835,49989,2,141
7835,49947,1,210
7835,49947,1,280
7835,49937,1,107
7835,49947,1,183
7835,49990,1,337
7835,49937,1,365
7835,49989,1,88
7835,49989,1,379
7835,49990,2,186
7835,49989,1,316
7835,49937,1,70
7835,49989,2,52
7835,49989,1,81
7835,49937,1,85
7835,49937,1,26
7835,49937,1,49
7835,49989,1,75
7835,49989,1,7
7835,49937,1,117
7835,49989,1,330
7835,49937,1,100
7835,49989,1,214
7835,49989,2,259
7835,49937,1,123
7835,49990,1,119
7835,49989,1,363
7835,49989,1,186
7835,49937,1,374
7835,49947,1,285
7835,49947,1,186
7835,49990,1,349
7835,49989,2,43
7835,49947,1,128
7835,49990,2,255
7835,49989,2,20
7835,49989,1,250
7835,49937,1,156
7835,49937,1,212
7835,49989,1,307
7835,49989,1,314
7835,49937,1,207
7835,49937,1,255
7835,49989,2,311
7835,49990,2,238
7835,49989,1,127
7835,49989,1,45
7835,49989,2,128
7835,49990,1,24
7835,49937,1,15
7835,49937,1,174
7835,49989,2,87
7835,49937,1,296
7835,49990,1,178
7835,49989,2,176
7835,49990,1,351
7835,49989,2,257
7835,49937,1,135
7835,49937,1,62
7835,49989,2,157
7835,49989,2,267
7835,49947,1,275
7835,49990,1,125
7835,49989,1,201
7835,49989,1,125
7835,49937,1,147
7835,49989,2,26
7835,49989,2,217
7835,49990,1,90
7835,49989,1,41
7835,49990,2,78
7835,49989,1,337
7835,49989,1,357
7835,49989,2,303
7835,49989,1,249
7835,49937,1,295
7835,49989,1,197
7835,49989,1,217
7835,49937,1,342
7835,49990,2,316
7835,49990,2,41
7835,49989,1,245
7835,49990,1,153
7835,49937,1,18
7835,49937,1,270
7835,49989,2,289
7835,49937,1,172
7835,49937,1,131
7835,49989,2,113
7835,49989,1,328
7835,49989,2,125
7835,49989,1,183
7835,49937,1,202
7835,49947,1,159
7835,49937,1,99
7835,49990,2,11
7835,49989,1,74
7835,49947,1,192
7835,49937,1,77
7835,49989,1,246
7835,49989,1,70
7835,49947,1,242
7835,49990,1,378
7835,49937,1,14
7835,49989,2,30
7835,49989,2,44
7835,49989,2,89
7835,49937,1,54
7835,49989,1,336
7835,49937,1,361
7835,49989,1,182
7835,49989,2,249
7835,49989,2,177
7835,49947,1,221
7835,49937,1,138
7835,49937,1,170
7835,49989,2,253
7835,49989,2,354
7835,49937,1,375
7835,49989,1,325
7835,49937,1,151
7835,49947,1,341
7835,49990,1,157
7835,49990,1,183
7835,49989,1,290
7835,49990,2,243
7835,49990,1,370
